NDB_No	Nutr_No	Isfl_Val (mg Per 100g)	SD	n	Min	Max	CC	DataSrc_ID
99035	710	37.4653	24.36937413	10	13.92	88.039	C	18,20,38,80,84,
99035	711	91.2222	41.8543458	10	44.405	156.062	C	18,20,38,80,84,
99035	712	14.2345	17.71373198	2	1.709	26.76	C	18,80,
99035	713	131.5344	64.64094884	10	61.343	244.101	C	18,20,38,80,84,
99036	710	21.74588889	23.02654433	9	7.01	74.353	B	18,42,81,86,
99036	711	39.56688889	43.8210515	9	13.19	131.962	B	18,42,81,86,
99036	712	1.124125	0.347467942	8	0.92	1.9	B	18,42,81,
99036	713	62.312	67.06898923	9	21.12	207.888	B	18,42,81,86,
99038	710	19.71375758	5.323729486	33	2.996	27.6	B	13,34,91,95,97,
99038	711	17.79339394	5.746320253	33	0.309	29.975	B	13,34,91,95,97,
99038	712	6.05	3.012474066	4	1.1	7.7	B	91,95,
99038	713	38.24048485	11.24816975	33	3.305	59.4	B	13,34,91,95,97,
99038	715	0	0	2	0	0		97
99038	716	0	0	2	0	0		97
99040	710	41.32322581	21.22516886	31	3.31	117.29	B	24,33,39,52,98,
99040	711	55.09032258	19.06442292	31	5.56	110.92	B	24,33,39,52,98,
99040	713	108.0812903	38.19517028	31	10.04	207.04	B	24,33,39,52,98,
99040	714	0	0	4	0	0		24,73
99040	715	0	0	4	0	0		24,73
99040	716	0	0	4	0	0		24,73
99041	710	1.828571429	0.926554586	7	0.2	3.4	B	22,95,
99041	711	2.114285714	1.066528477	7	0.5	4	B	22,95,
99041	712	2.928571429	0.489342193	7	1.9	3.5	B	22,95,
99041	713	6.871428571	2.275737154	7	3.4	10.9	B	22,95,
99042	710	5.79325	6.406664696	8	0	21.1	B	13,23,34,
99042	711	11.14375	11.30598841	8	1.95	38.2	B	13,23,34,
99042	713	25.7192	20.17954938	5	3.332	59.3	C	13,23,
99043	710	2.7514	1.232737981	5	0.7	4.119	C	16,75,
99043	711	5.1	1.802775638	5	2.1	7.1	C	16,75,
99043	713	7.8514	3.035513619	5	2.8	11.219	C	16,75,
99044	710	0		1	0	0	C	56
99044	711	0		1	0	0	C	56
99044	713	0		1	0	0	C	56
99045	710	18.8	1.407213559	6	16.575	21.025	B	13,67,
99045	711	21.683	2.892851604	6	17.109	26.257	B	13,67,
99045	712	7.896	0	3	7.896	7.896	B	67,
99045	713	44.431	3.982572485	6	38.134	50.728	B	13,67,
99047	710	0	0	3	0	0	C	31,51,89,
99047	711	0	0	3	0	0	C	31,51,89,
99047	712	0		1	0	0	C	89
99047	713	0	0	3	0	0	C	31,51,89,
99047	715	0.0001		1	0.0001	0.0001		89
99047	716	0.0001		1	0.0001	0.0001		89
99048	710	0		1	0	0	B	51
99048	711	0		1	0	0	B	51
99048	713	0		1	0	0	B	51
99049	710	0.9	0	3	0.9	0.9	C	95,
99049	711	3.7	3.14E-16	3	3.7	3.7	C	95,
99049	712	3.9	0	3	3.9	3.9	C	95,
99049	713	8.5	0	3	8.5	8.5	C	95,
99052	710	0		1	0	0	B	51
99052	711	0		1	0	0	B	51
99052	713	0		1	0	0	B	51
99053	710	80.03142105	21.27511875	19	16.1	116	B	22,23,74,90,97,
99053	711	101.3950526	21.98466229	19	23.6	131.7	B	22,23,74,90,97,
99053	712	15.43277778	2.988817445	18	4.09	18.4	B	22,23,74,90,
99053	713	196.047	46.54953466	19	43.79	266.1	B	22,23,74,90,97,
99053	715	0		1	0	0		97
99053	716	0		1	0	0		97
99054	710	1.14	0.638122245	5	0.3	2.1	B	22,95,
99054	711	2.6	1.301921657	5	0.3	3.6	B	22,95,
99054	712	2.28	1.057260611	5	0.3	3	B	22,95,
99054	713	6.02	2.694587167	5	0.9	7.7	B	22,95,
99056	710	1.5	0	3	1.5	1.5	C	95,
99056	711	0.8	7.85E-17	3	0.8	0.8	C	95,
99056	712	4.1	0	3	4.1	4.1	C	95,
99056	713	6.4	6.28E-16	3	6.4	6.4	C	95,
99060	710	38.248	18.8076233	11	16.675	91.05	B	13,67,
99060	711	52.80972727	8.35057149	11	40.288	75.948	B	13,67,
99060	712	4.935125	0.49009063	8	4.268	6.047	B	67,
99060	713	94.64690909	25.74643523	11	61.231	166.998	B	13,67,
99063	710	0.14	0	2	0.14	0.14	C	16,
99063	711	0.4	0	2	0.4	0.4	C	16,
99063	713	0.54	0	2	0.54	0.54	C	16,
99064	710	0.21	0.206801032	4	0.02	0.5	C	16,91,
99064	711	0.33	0.315541862	4	0.06	0.8	C	16,91,
99064	712	0.1	0	2	0.1	0.1	C	91
99064	713	0.565	0.562931316	4	0.08	1.4	C	16,91,
99065	710	0.03	0	2	0.03	0.03	C	16,
99065	711	0.31	0	2	0.31	0.31	C	16,
99065	713	0.34	0	2	0.34	0.34	C	16,
99070	710	0		1	0	0	C	89
99070	711	0		1	0	0	C	89
99070	712	0		1	0	0	C	89
99070	713	0		1	0	0	C	89
99070	715	0.0001		1	0.0001	0.0001		89
99070	716	0.0003		1	0.0003	0.0003		89
99072	710	26.71	2.51E-15	3	26.71	26.71	C	13,
99072	711	27.45	0	3	27.45	27.45	C	13,
99072	713	54.16	0	3	54.16	54.16	C	13,
99073	710	0		1	0	0	D	89
99073	711	0.01		1	0.01	0.01	D	89
99073	712	0		1	0	0	D	89
99073	713	0.01		1	0.01	0.01	D	89
99073	715	0.0006		1	0.0006	0.0006		89
99073	716	0.0001		1	0.0001	0.0001		89
99080	710	67.68567406	19.25066525	35	24.8	123.247	B	11,28,42,50,65,67,75,83,86,91,95,
99080	711	89.41876457	26.9571949	35	33.5	150	B	11,28,42,50,65,67,75,83,86,91,95,
99080	712	20.01687959	6.767718911	27	3.9	30.3	B	11,28,42,65,67,83,91,95,
99080	713	172.5477457	50.0096595	35	68.6	295.545	B	11,28,42,50,65,67,75,83,86,91,95,
99081	710	6.4	6.28E-16	3	6.4	6.4	C	95,
99081	711	19.6	0	3	19.6	19.6	C	95,
99081	712	3	0	3	3	3	C	95,
99081	713	29	0	3	29	29	C	95,
99084	710	8		1	8	8	B	66
99084	711	12.75		1	12.75	12.75	B	66
99084	712	1.95		1	1.95	1.95	B	66
99084	713	22.7		1	22.7	22.7	B	66
99085	710	12.8	0	2	12.8	12.8	B	66
99085	711	16.15	0	2	16.15	16.15	B	66
99085	712	2.4	0	2	2.4	2.4	B	66
99085	713	31.35	0	2	31.35	31.35	B	66
99086	710	8.59	0	2	8.59	8.59	C	16,
99086	711	20.65	0	2	20.65	20.65	C	16,
99086	713	29.24	0	2	29.24	29.24	C	16,
99092	710	45.95142857	22.46757431	49	7.45	113.8	B	24,61,62,73,74,96,102,
99092	711	74.32557692	23.55773514	52	13	156.7	B	24,25,61,62,73,74,96,102,
99092	712	9.010833333	3.210698596	36	2.7	20.4	B	73,74,96,
99092	713	130.6518367	41.17143443	49	34.22	253.09	B	24,61,62,73,74,96,102,
99092	714	0	0	13	0	0		24,73
99092	715	0	0	13	0	0		24,73
99092	716	0	0	13	0	0		73
99093	710	78.85968153	19.72155787	314	7.51	144.92	C	9,10,40,41,48,73,74,103,
99093	711	89.31780255	24.67886547	314	10.13	221.85	C	9,10,40,41,48,73,74,103,
99093	712	18.76393258	7.127716162	178	1.25	47.82	C	40,41,48,73,74,103,
99093	713	178.8138854	47.16428654	314	20.02	380.9	C	9,10,40,41,48,73,74,103,
99093	714	0		3	0	0		73
99093	715	0		3	0	0		73
99093	716	0		3	0	0		73
99096	710	17.80909091	2.97732755	11	10.1	23.2	B	22,23,
99096	711	25.15454545	5.310374222	11	10.5	32.5	B	22,23,
99096	712	2.685714286	0.554051251	7	1.6	3.5	B	22
99096	713	44.67272727	8.11530235	11	22.2	55.5	B	22,23,
99097	710	15.58888889	2.156424594	18	13.6	23.8	B	22,23,34,
99097	711	16.01111111	2.351769679	18	13.9	25	B	22,23,34,
99097	712	2.766666667	0.854586134	15	2	5.7	B	22,23,
99097	713	33.90555556	5.375775602	18	29.5	54.5	B	22,23,34,
99100	710	61.69586667	5.836928157	15	53.69	75.348	B	68,73,74,95,
99100	711	60.06866667	12.13316891	15	33.5	91.724	B	68,73,74,95,
99100	712	7.0656	3.604512318	15	3.87	19.688	B	68,73,74,95,
99100	713	128.8301333	18.65975089	15	100.93	186.76	B	68,73,74,95,
99100	714	0		3	0	0		73
99100	715	0		3	0	0		73
99100	716	0		3	0	0		73
99105	710	0.217		1	0.217	0.217	B	68,
99105	711	0.299		1	0.299	0.299	B	68,
99105	712	0.051		1	0.051	0.051	B	68,
99105	713	0.567		1	0.567	0.567	B	68,
99106	710	0.011		1	0.011	0.011	C	58,
99106	711	0.034		1	0.034	0.034	C	58,
99106	713	0.045		1	0.045	0.045	C	58,
99106	716	0.029		1	0.029	0.029		58
99107	710	0.005	0.007071068	2	0	0.01	C	31,58,
99107	711	0.0175	0.024748737	2	0	0.035	C	31,58,
99107	713	0.0225	0.031819805	2	0	0.045	C	31,58,
99107	716	0.032		1	0.032	0.032		58
99111	710	0.4		1	0.4	0.4	C	91
99111	711	0.6		1	0.6	0.6	C	91
99111	712	0		1	0	0	C	91
99111	713	1		1	1	1	C	91
99337	710	0		1	0	0	C	56
99337	711	0		1	0	0	C	56
99337	713	0		1	0	0	C	56
99395	710	0		1	0	0	B	51
99395	711	0		1	0	0	B	51
99395	713	0		1	0	0	B	51
99423	710	0.01		1	0.01	0.01	C	89
99423	711	0.03		1	0.03	0.03	C	89
99423	712	0		1	0	0	C	89
99423	713	0.04		1	0.04	0.04	C	89
99423	715	0.0006		1	0.0006	0.0006		89
99423	716	0.0001		1	0.0001	0.0001		89
99457	714	0		4	0	0	C	73, 76b
99457	715	0		4	0	0	C	73, 76b
99457	716	0		4	0	0	C	73, 76b
99468	710	0.5	0	2	0.5	0.5	C	91
99468	711	0.5	0	2	0.5	0.5	C	91
99468	712	0.05	0.070710678	2	0	0.1	C	91
99468	713	1.05	0.070710678	2	1	1.1	C	91
99469	710	0	0	3	0	0	B	50
99469	711	0	0	3	0	0	B	50
99469	713	0	0	3	0	0	B	50
99470	710	0		1	0	0	B	50
99470	711	0		1	0	0	B	50
99470	713	0		1	0	0	B	50
99471	710	1.8		1	1.8	1.8	C	22
99471	711	4.4		1	4.4	4.4	C	22
99471	712	1.7		1	1.7	1.7	C	22
99471	713	7.9		1	7.9	7.9	C	22
99472	710	5.75	5.727564928	2	1.7	9.8	C	22
99472	711	8.7	8.909545443	2	2.4	15	C	22
99472	712	3.5	2.545584412	2	1.7	5.3	C	22
99472	713	17.95	17.18269478	2	5.8	30.1	C	22
99474	710	0.155	0.190918831	2	0.02	0.29	C	31,89,
99474	711	0.31	0.410121933	2	0.02	0.6	C	31,89,
99474	712	0		1	0	0	C	89
99474	713	0.47	0.593969696	2	0.05	0.89	C	31,89,
99474	714	0		1	0	0		31
99474	715	0.94595	0.773786951	2	0.3988	1.4931		31,89
99474	716	0.0019	0.002687006	2	0	0.0038		31,89
99475	710	0	0	2	0	0	C	91
99475	711	0	0	2	0	0	C	91
99475	712	0	0	2	0	0	C	91
99475	713	0	0	2	0	0	C	91
99476	710	0.45	0.070710678	2	0.4	0.5	C	91
99476	711	0.35	0.070710678	2	0.3	0.4	C	91
99476	712	0.05	0.070710678	2	0	0.1	C	91
99476	713	0.9	0.141421356	2	0.8	1	C	91
99477	710	0		1	0	0	B	49
99477	711	0		1	0	0	B	49
99477	713	0		1	0	0	B	49
99478	710	0		1	0	0	B	49
99478	711	0.01		1	0.01	0.01	B	49
99478	713	0.01		1	0.01	0.01	B	49
99479	710	0.01		1	0.01	0.01	B	49
99479	711	0.02		1	0.02	0.02	B	49
99479	713	0.03		1	0.03	0.03	B	49
99480	710	0		1	0	0	B	49
99480	711	0		1	0	0	B	49
99480	713	0		1	0	0	B	49
99481	710	0		1	0	0	B	49
99481	711	0		1	0	0	B	49
99481	713	0		1	0	0	B	49
99482	710	0		1	0	0	B	49
99482	711	0		1	0	0	B	49
99482	713	0		1	0	0	B	49
99483	710	0.01		1	0.01	0.01	B	49
99483	711	0.01		1	0.01	0.01	B	49
99483	713	0.02		1	0.02	0.02	B	49
99484	710	0		1	0	0	B	49
99484	711	0		1	0	0	B	49
99484	713	0		1	0	0	B	49
99485	710	1.4	1.34412301	4	0.2	2.8	C	91
99485	711	2.575	2.527680096	4	0.4	5.1	C	91
99485	712	0.275	0.320156212	4	0	0.6	C	91
99485	713	4.325	4.157222631	4	0.7	8.5	C	91
99486	710	0.287276	0.251575553	9	0.01	0.8	C	2,82,
99486	711	0.297916667	0.169973701	9	0.0375	0.6	C	2,82,
99486	712	0.003333333	0.005773503	3	0	0.01	C	2
99486	713	0.586303778	0.415909221	9	0.089712	1.4	C	2,82,
99486	714	0	0	3	0	0		2
99486	715	0	0	3	0	0		2
99486	716	0.013333333	0.015275252	3	0	0.03		2
99488	710	53.37545455	13.88764588	22	24.4	96	B	9,73,74,104
99488	711	57.98318182	5.600509202	22	43.35	72.3	B	9,73,74,104
99488	712	11.70538462	2.346452566	13	5.56	15.08	B	73,74,104
99488	713	118.2754545	21.20100773	22	77.67	182.8	B	9,73,74,104
99488	714	0		3	0	0		73
99488	715	0		3	0	0		73
99488	716	0		3	0	0		73
99489	710	0		1	0	0	B	50
99489	711	0.01		1	0.01	0.01	B	50
99489	713	0.01		1	0.01	0.01	B	50
99490	710	0		1	0	0	B	50
99490	711	0		1	0	0	B	50
99490	713	0		1	0	0	B	50
99491	710	0.425	0.287228132	4	0	0.6	C	91
99491	711	0.375	0.262995564	4	0	0.6	C	91
99491	712	0.075	0.05	4	0	0.1	C	91
99491	713	0.825	0.556027577	4	0	1.2	C	91
99492	710	0.054	0.067985293	5	0	0.17	B	50,73,
99492	711	0.07	0.090829511	5	0	0.23	B	50,73,
99492	712	0	0	3	0	0	C	73
99492	713	0.122	0.155170874	5	0	0.39	B	50,73,
99492	714	0		3	0	0		73
99492	715	0		3	0	0		73
99492	716	0		3	0	0		73
99493	710	0.04		1	0.04	0.04	B	50
99493	711	0.05		1	0.05	0.05	B	50
99493	713	0.09		1	0.09	0.09	B	50
99494	710	0.78	0.494974747	2	0.43	1.13	C	31,89,
99494	711	0.725	0.403050865	2	0.44	1.01	C	31,89,
99494	712	0.03		1	0.03	0.03	C	89
99494	713	1.515	0.06363961	2	1.47	1.56	C	31,89,
99494	714	0		1	0	0		31
99494	715	0.01645	0.023122392	2	0.0001	0.0328		31,89
99494	716	0.036	0.050911688	2	0	0.072		31,89
99495	710	9.148	2.321665422	25	2.94	16.6	B	34,36,79,
99495	711	8.418	1.504200341	25	4.95	13.6	B	34,36,79,
99495	712	0.917692308	0.224025063	13	0.21	1.23	B	36,79,
99495	713	18.0432	3.469283954	25	8.1	26.9	B	34,36,79,
99496	710	0	0	15	0	0	A	34
99496	711	0	0	15	0	0	A	34
99496	713	0	0	15	0	0	A	34
99497	710	7.499166667	2.766292098	12	3.45	11.5	C	92104
99497	711	5.464166667	2.31859071	12	1.69	9.81	C	92104
99497	712	0.784166667	0.456577352	12	0.23	1.96	C	92104
99497	713	13.74833333	4.858620892	12	6.34	22.32	C	92104
99498	710	6.6	6.28E-16	3	6.6	6.6	B	34
99498	711	3.1	0	3	3.1	3.1	B	34
99498	713	9.7	0	3	9.7	9.7	B	34
99499	710	5.5	0	3	5.5	5.5	B	34
99499	711	1	0	3	1	1	B	34
99499	713	6.5	0	3	6.5	6.5	B	34
99500	710	32.9	0	3	32.9	32.9	B	34
99500	711	39.9	0	3	39.9	39.9	B	34
99500	713	72.8	0	3	72.8	72.8	B	34
99501	710	0		1	0	0	C	91
99501	711	0		1	0	0	C	91
99501	712	0		1	0	0	C	91
99501	713	0		1	0	0	C	91
99502	710	0		1	0	0	D	89
99502	711	0		1	0	0	D	89
99502	712	0		1	0	0	D	89
99502	713	0		1	0	0	D	89
99502	715	0.0001		1	0.0001	0.0001		89
99502	716	0		1	0	0		89
99503	710	5.96	5.176021638	2	2.3	9.62	C	31,89,
99503	711	4.035	2.184959954	2	2.49	5.58	C	31,89,
99503	712	0.53		1	0.53	0.53	C	89
99503	713	10.255	6.97914393	2	5.32	15.19	C	31,89,
99503	714	0		1	0	0		31
99503	715	0.00085	0.001202082	2	0	0.0017		31,89
99503	716	0.15265	0.215031172	2	0.0006	0.3047		31,89
99504	710	3.5	0.98488578	3	2.7	4.6	C	99
99504	711	5.633333333	1.450287328	3	4.2	7.1	C	99
99504	712	0	0	3	0	0	C	99
99504	713	9.133333333	2.417298768	3	6.9	11.7	C	99
99505	710	0		1	0	0	B	51
99505	711	0		1	0	0	B	51
99505	713	0		1	0	0	B	51
99506	710	0.6		1	0.6	0.6	C	91
99506	711	1		1	1	1	C	91
99506	712	0.1		1	0.1	0.1	C	91
99506	713	1.7		1	1.7	1.7	C	91
99507	710	0		1	0	0	C	91
99507	711	0.1		1	0.1	0.1	C	91
99507	712	0		1	0	0	C	91
99507	713	0.1		1	0.1	0.1	C	91
99508	710	0.226666667	0.253245599	3	0	0.5	C	31,91,
99508	711	0.21	0.200748599	3	0	0.4	C	31,91,
99508	712	0	0	2	0	0	C	91
99508	713	0.47	0.403360881	3	0.1	0.9	C	31,91,
99508	714	0		1	0	0		31
99508	715	0		1	0	0		31
99508	716	0		1	0	0		31
99509	710	1.3		1	1.3	1.3	D	31
99509	711	3.22		1	3.22	3.22	D	31
99509	713	4.52		1	4.52	4.52	D	31
99509	714	0.05		1	0.05	0.05		31
99509	715	0		1	0	0		31
99509	716	0.2425		1	0.2425	0.2425		31
99510	710	13.772	12.39495543	5	3.36	30.9	B	22,89,99,
99510	711	16.594	9.833116495	5	6.57	29.8	B	22,89,99,
99510	712	2.8	4.115215669	5	0	9.4	B	22,89,99,
99510	713	33.166	26.16359647	5	10.23	70.1	B	22,89,99,
99510	715	0.0015		1	0.0015	0.0015		89
99510	716	0.0005		1	0.0005	0.0005		89
99511	710	5.4	0	5	5.4	5.4	C	64,
99511	711	10.3	0	5	10.3	10.3	C	64,
99511	713	15.7	0	5	15.7	15.7	C	64,
99511	714	0		5	0	0		64
99512	710	0		1	0	0	D	89
99512	711	0		1	0	0	D	89
99512	712	0		1	0	0	D	89
99512	713	0		1	0	0	D	89
99512	715	0.0002		1	0.0002	0.0002		89
99512	716	0.0001		1	0.0001	0.0001		89
99513	710	0		1	0	0	B	51
99513	711	0		1	0	0	B	51
99513	713	0		1	0	0	B	51
99514	710	0		1	0	0	D	89
99514	711	0		1	0	0	D	89
99514	712	0		1	0	0	D	89
99514	713	0		1	0	0	D	89
99514	715	0		1	0	0		89
99514	716	0		1	0	0		89
99515	710	0.736666667	0.228108161	3	0.6	1	C	31,91,
99515	711	0.676666667	0.240069434	3	0.4	0.83	C	31,91,
99515	712	0.1	0	2	0.1	0.1	C	91
99515	713	1.48	0.401497198	3	1.1	1.9	C	31,91,
99515	714	0		1	0	0		31
99515	715	0		1	0	0		31
99515	716	0.0888		1	0.0888	0.0888		31
99516	710	0.16		1	0.16	0.16	D	31
99516	711	0.14		1	0.14	0.14	D	31
99516	713	0.3		1	0.3	0.3	D	31
99516	714	0		1	0	0		31
99516	715	0		1	0	0		31
99516	716	0.05		1	0.05	0.05		31
99517	710	0.285	0.120208153	2	0.2	0.37	C	49,99
99517	711	0.28	0.254558441	2	0.1	0.46	C	49,99
99517	712	0		1	0	0	C	99
99517	713	0.565	0.374766594	2	0.3	0.83	C	49,99
99518	710	0.09		1	0.09	0.09	D	89
99518	711	0.21		1	0.21	0.21	D	89
99518	712	0		1	0	0	D	89
99518	713	0.3		1	0.3	0.3	D	89
99518	715	0.0017		1	0.0017	0.0017		89
99518	716	0.0006		1	0.0006	0.0006		89
99519	710	0		1	0	0	D	89
99519	711	0		1	0	0	D	89
99519	712	0		1	0	0	D	89
99519	713	0		1	0	0	D	89
99519	715	0.0001		1	0.0001	0.0001		89
99519	716	0		1	0	0		89
99520	710	26.15	0.63900965	4	25.8	27.2	B	42
99520	711	25.15	12.8714801	4	18.1	46.3	B	42
99520	712	6.1		1	6.1	6.1	B	42
99520	713	52.825	16.29474609	4	43.9	79.6	B	42
99521	710	0		1	0	0	D	89
99521	711	0.01		1	0.01	0.01	D	89
99521	712	0		1	0	0	D	89
99521	713	0.01		1	0.01	0.01	D	89
99521	715	0.0003		1	0.0003	0.0003		89
99521	716	0		1	0	0		89
99522	710	0		1	0	0	B	49
99522	711	0		1	0	0	B	49
99522	713	0		1	0	0	B	49
99523	710	0.3		1	0.3	0.3	B	49
99523	711	0.23		1	0.23	0.23	B	49
99523	713	0.52		1	0.52	0.52	B	49
99524	710	0.11		1	0.11	0.11	B	49
99524	711	0.22		1	0.22	0.22	B	49
99524	713	0.34		1	0.34	0.34	B	49
99526	710	0		1	0	0	B	51
99526	711	0		1	0	0	B	51
99526	713	0		1	0	0	B	51
99527	710	0		1	0	0	B	51
99527	711	0		1	0	0	B	51
99527	713	0		1	0	0	B	51
99528	710	4.9		1	4.9	4.9	C	91
99528	711	5.9		1	5.9	5.9	C	91
99528	712	0.7		1	0.7	0.7	C	91
99528	713	11.5		1	11.5	11.5	C	91
99529	710	10.26285714	2.478944805	7	5.36	12.4	B	22,30,89
99529	711	10.82857143	3.982181315	7	5.36	17.05	B	22,30,89
99529	712	1.346	0.317479133	5	0.73	1.5	C	22,89
99529	713	22.05285714	6.355628792	7	11.15	27.12	B	22,30,89
99529	715	0.0009		1	0.0009	0.0009		89
99529	716	0.0007		1	0.0007	0.0007		89
99531	710	0.0075	0.009574271	4	0	0.02	B	49
99531	711	0.01	0.014142136	4	0	0.03	B	49
99531	713	0.0175	0.023629078	4	0	0.05	B	49
99532	710	0.02	0.028284271	2	0	0.04	B	49
99532	711	0.04	0.056568542	2	0	0.08	B	49
99532	713	0.055	0.077781746	2	0	0.11	B	49
99533	710	0.06		1	0.06	0.06	D	31
99533	711	0.14		1	0.14	0.14	D	31
99533	713	0.21		1	0.21	0.21	D	31
99533	714	0.05		1	0.05	0.05		31
99533	715	0.05		1	0.05	0.05		31
99533	716	0.05		1	0.05	0.05		31
99534	710	4.866666667	2.510644008	3	2.1	7	B	42
99534	711	9.133333333	3.089228598	3	5.8	11.9	B	42
99534	712	0.666666667	0.702376917	3	0	1.4	B	42
99534	713	14.66666667	5.46290521	3	8.5	18.9	B	42
99535	710	7.8		1	7.8	7.8	C	22
99535	711	8.8		1	8.8	8.8	C	22
99535	712	2.1		1	2.1	2.1	C	22
99535	713	18.7		1	18.7	18.7	C	22
99536	710	0		1	0	0	C	99
99536	711	0		1	0	0	C	99
99536	712	0		1	0	0	C	99
99536	713	0		1	0	0	C	99
99538	710	13.3		1	13.3	13.3	C	91
99538	711	13		1	13	13	C	91
99538	712	0.6		1	0.6	0.6	C	91
99538	713	26.9		1	26.9	26.9	C	91
99539	710	8.1		1	8.1	8.1	C	91
99539	711	8.4		1	8.4	8.4	C	91
99539	712	1.2		1	1.2	1.2	C	91
99539	713	17.7		1	17.7	17.7	C	91
99540	710	7.28	0	4	7.28	7.28	C	79
99540	711	8.22	0	4	8.22	8.22	C	79
99540	712	1.28	0	4	1.28	1.28	C	79
99540	713	16.79	0	4	16.79	16.79	C	79
99541	710	7.5	0	3	7.5	7.5	B	34
99541	711	5.6	6.28E-16	3	5.6	5.6	B	34
99541	713	13.1	0	3	13.1	13.1	B	34
99542	710	0		1	0	0	B	49
99542	711	0		1	0	0	B	49
99542	713	0		1	0	0	B	49
99543	710	0.1	0	2	0.1	0.1	C	91
99543	711	0.1	0	2	0.1	0.1	C	91
99543	712	0	0	2	0	0	C	91
99543	713	0.2	0	2	0.2	0.2	C	91
99544	710	0.15	0.070710678	2	0.1	0.2	C	91
99544	711	0.25	0.070710678	2	0.2	0.3	C	91
99544	712	0	0	2	0	0	C	91
99544	713	0.45	0.070710678	2	0.4	0.5	C	91
99545	710	0		1	0	0	C	91
99545	711	0		1	0	0	C	91
99545	712	0		1	0	0	C	91
99545	713	0		1	0	0	C	91
99546	710	0		1	0	0	C	91
99546	711	0		1	0	0	C	91
99546	712	0		1	0	0	C	91
99546	713	0		1	0	0	C	91
99547	710	1.4		1	1.4	1.4	C	91
99547	711	1.1		1	1.1	1.1	C	91
99547	712	0.2		1	0.2	0.2	C	91
99547	713	2.7		1	2.7	2.7	C	91
99548	710	0		1	0	0	C	91
99548	711	0		1	0	0	C	91
99548	712	0		1	0	0	C	91
99548	713	0.1		1	0.1	0.1	C	91
99549	710	0.04		1	0.04	0.04	D	31
99549	711	0		1	0	0	D	31
99549	713	0.04		1	0.04	0.04	D	31
99549	714	0		1	0	0		31
99549	715	0		1	0	0		31
99549	716	0		1	0	0		31
99550	710	0.61		1	0.61	0.61	B	49
99550	711	0.58		1	0.58	0.58	B	49
99550	713	1.19		1	1.19	1.19	B	49
99551	710	0.01	0	2	0.01	0.01	B	49
99551	711	0.015	0.007071068	2	0.01	0.02	B	49
99551	713	0.02	0	2	0.02	0.02	B	49
99553	710	0.016666667	0.011547005	3	0.01	0.03	B	49
99553	711	0.01	0.01	3	0	0.02	B	49
99553	713	0.026666667	0.015275252	3	0.01	0.04	B	49
99554	710	0.15	0.070710678	2	0.1	0.2	C	91
99554	711	0.2	0.141421356	2	0.1	0.3	C	91
99554	712	0	0	2	0	0	C	91
99554	713	0.35	0.212132034	2	0.2	0.5	C	91
99555	710	2.6		1	2.6	2.6	C	91
99555	711	13.1		1	13.1	13.1	C	91
99555	712	0.2		1	0.2	0.2	C	91
99555	713	15.9		1	15.9	15.9	C	91
99556	710	0		1	0	0	C	91
99556	711	0		1	0	0	C	91
99556	712	0		1	0	0	C	91
99556	713	0		1	0	0	C	91
99557	710	3		1	3	3	C	91
99557	711	2.7		1	2.7	2.7	C	91
99557	712	0.3		1	0.3	0.3	C	91
99557	713	6		1	6	6	C	91
99559	710	2.8	3.14E-16	3	2.8	2.8	B	34
99559	711	3.1	0	3	3.1	3.1	B	34
99559	713	5.9	6.28E-16	3	5.9	5.9	B	34
99559	716	0		3	0	0		34
99560	710	27.975	18.18969488	8	8.7	64.1	B	22
99560	711	42.9125	25.44082419	8	14.2	84.5	B	22
99560	712	10.7625	3.653545245	8	4.7	14.9	B	22
99560	713	81.65	46.03954822	8	27.6	163.5	B	22
99561	710	0		1	0	0	B	49
99561	711	0		1	0	0	B	49
99561	713	0		1	0	0	B	49
99562	710	0		1	0	0	B	49
99562	711	0		1	0	0	B	49
99562	713	0		1	0	0	B	49
99563	710	1.1		1	1.1	1.1	C	91
99563	711	1.7		1	1.7	1.7	C	91
99563	712	0.1		1	0.1	0.1	C	91
99563	713	2.9		1	2.9	2.9	C	91
99564	710	7		1	7	7	C	91
99564	711	6.2		1	6.2	6.2	C	91
99564	712	0.9		1	0.9	0.9	C	91
99564	713	14		1	14	14	C	91
99565	710	11.8		1	11.8	11.8	C	91
99565	711	13.6		1	13.6	13.6	C	91
99565	712	1.2		1	1.2	1.2	C	91
99565	713	26.6		1	26.6	26.6	C	91
99566	710	0		1	0	0	B	49
99566	711	0		1	0	0	B	49
99566	713	0.01		1	0.01	0.01	B	49
99567	710	0		1	0	0	B	49
99567	711	0		1	0	0	B	49
99567	713	0		1	0	0	B	49
99568	710	40.85	1.423024947	6	38.6	43.1	B	34
99568	711	42.45	0.537587202	6	41.6	43.3	B	34
99568	713	83.3	0.885437745	6	81.9	84.7	B	34
99569	710	0.23		1	0.23	0.23	D	31
99569	711	0.24		1	0.24	0.24	D	31
99569	713	0.47		1	0.47	0.47	D	31
99571	710	11	0	13	11	11	B	46
99571	711	10	0	13	10	10	B	46
99571	713	21	0	13	21	21	B	46
99571	714	833		9	833	833		77
99571	715	1322		9	1322	1322		77
99572	710	4.835809141	1.70740498	156	0.5	12.6	B	3,7,9,11,13,17,22,23,31,34,38,42,45,54,55,61,63,66,74,79,81,89,90,94,97,99
